name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"regnard-arlequin-bonnes-fortunes","fre001203","","Regnard","0","Arlequin, Homme à Bonnes Fortunes.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_ARLEQUINBONNESFORTUNES.xml","","","","","1690","14","false","0.5248299319727892","0.32967032967032966","1.978021978021978","colombine","4.285714285714286","4","1690","1690","8","14","2","5","7","0","1","30","","24","","3","15142","12656","590","441","74"
"regnard-attendez-sous-l-orme","fre001204","","Regnard","0","Attendez-Moi sous l'Orme, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_ATTENDEZSOUSLORME.xml","","","","","1694","11","false","0.770923520923521","0.6363636363636364","1.4727272727272727","agathe","6.363636363636363","3","1694","1694","9","11","3","4","4","0","1","35","","24","","1","9629","6922","67","291","72"
"regnard-bal","fre001205","","Regnard","0","Le Bal","Comédie en un Acte,","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_BAL.xml","","","","","1696","14","false","0.874807731950589","0.5824175824175825","1.4175824175824177","merlin","7.571428571428571","2","1696","1696","13","14","2","7","5","0","1","53","","20","","1","8491","7385","187","0","723"
"regnard-carnaval-de-venise","fre001206","","Regnard","0","Le Carnaval de Venise","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_CARNAVALDEVENISE.xml","","","","","1699","31","true","0.7823348694316435","0.12473118279569892","1.8697916666666667","le-choeur","3.7419354838709675","3","1699","1699","15","31","1","3","27","0","4","58","","34","","5","5713","5226","434","0","715"
"regnard-coquette","fre001207","","Regnard","0","La Coquette, ou L'Académie des Dames.","Comédie en Trois Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_COQUETTE.xml","","","","","1691","19","false","0.8482873851294904","0.21637426900584794","1.9064327485380117","colombine","3.8947368421052633","3","1691","1691","15","19","4","6","9","0","1","37","","45","","3","14474","13743","661","464","235"
"regnard-democrite","fre001208","Q3043541","Regnard","0","Démocrite","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_DEMOCRITE.xml","","","","","1700","10","false","0.9043650793650795","0.7555555555555555","1.2444444444444445","strabon|democrite","6.8","2","1700","1700","9","10","3","5","2","0","1","34","","38","2","5","19138","17156","134","0","1855"
"regnard-distrait","fre001209","Q21094796","Regnard","0","Le Distrait, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_DISTRAIT.xml","","","","","1697","10","false","0.775","0.6444444444444445","1.1944444444444444","carlin","5.8","2","1697","1697","8","10","4","4","2","0","2","29","","65","1","5","18186","17753","271","3","1941"
"regnard-divorce","fre001210","","Regnard","0","Le Divorce, Comédie.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_DIVORCE.xml","","","","","1688","17","false","0.6795518207282915","0.2647058823529412","2.051470588235294","colombine","4.235294117647059","4","1688","1688","10","17","2","8","7","0","1","36","","27","","4","14626","13718","872","423","13"
"regnard-filles-errantes","fre001211","","Regnard","0","Les Filles Errantes, ou Les Intrigues des Hôtelleries.","Comédie en Trois Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_FILLESERRANTES.xml","","","","","1690","12","false","0.6865079365079364","0.4090909090909091","1.7272727272727273","arlequin","4.5","3","1690","1690","8","12","2","5","5","0","1","27","","26","","3","9562","8582","333","299","27"
"regnard-folies-amoureuses","fre001212","Q107231695","Regnard","0","Les Folies Amoureuses","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_FOLIESAMOUREUSES.xml","","","","","1696","10","false","1","0.4444444444444444","1","several characters","4","1","1696","1696","4","10","2","4","4","0","2","20","","39","0","4","16405","14768","236","1","1657"
"regnard-homme-bonne-fortune-critique","fre001213","","Regnard","0","La Critique de l'Homme à Bonnes Fortunes, Comédie.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_HOMMEBONNEFORTUNECRITIQUE.xml","","","","","1690","7","false","0.8857142857142858","0.8571428571428571","1.1428571428571428","claudine|la-comtesse|la-cousine","5.142857142857143","2","1690","1690","6","7","1","1","5","0","1","18","","6","","1","3901","3439","56","115","0"
"regnard-joueur","fre001214","Q3223636","Regnard","0","Le Joueur","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_JOUEUR.xml","","","","","1692","17","false","0.5404464816229522","0.33088235294117646","1.9411764705882353","valere","5.294117647058823","4","1696","1692","11","17","3","6","8","0","1","45","","68","2","5","18945","18430","246","0","2142"
"regnard-legataire-critique","fre001216","","Regnard","0","La Critique du Légataire, Comédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_LEGATAIRECRITIQUE.xml","","","","","1708","9","false","0.537037037037037","0.3333333333333333","1.4545454545454546","la-comtesse","2.6666666666666665","2","1708","1708","6","9","1","7","1","0","2","12","","10","","1","5464","4993","13","138","2"
"regnard-legataire","fre001215","Q3224133","Regnard","0","Le Légataire Universel, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_LEGATAIRE.xml","","","","","1704","12","false","0.8355820105820105","0.5454545454545454","1.4545454545454546","lisette|eraste|geronte","6","2","1704","1704","10","12","3","5","4","0","1","36","","49","3","5","24659","19721","143","2","2074"
"regnard-menechmes","fre001217","Q20103699","Regnard","0","Les Ménechmes, ou Les Jumeaux","Comédie en Cinq Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_MENECHMES.xml","","","","","1705","13","false","0.9444444444444445","0.44871794871794873","1.2708333333333333","valentin|meneschme","5.384615384615385","2","1705","1705","9","13","3","7","3","0","2","35","","46","1","5","23125","19634","227","1","2128"
"regnard-retour-imprevu","fre001218","Q107179493","Regnard","0","Le Retour Imprévu","Comédie en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_RETOURIMPREVU.xml","","","","","1700","10","false","0.7462698412698413","0.5777777777777777","1.4222222222222223","merlin","5.2","2","1700","1700","9","10","5","5","0","0","1","26","","23","0","1","10041","7769","90","369","0"
"regnard-sapor","fre001219","","Regnard","0","Sapor, Tragédie","","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_SAPOR.xml","","","","","1704","7","false","0.8571428571428571","0.7142857142857143","1.2857142857142858","zenobie|aurelien","4.285714285714286","2","","1704","6","7","2","5","0","0","1","15","","27","","5","15052","14865","29","0","1666"
"regnard-serenade","fre001220","","Regnard","0","La Sérénade, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_SERENADE.xml","","","","","1694","11","false","0.8747474747474747","0.5454545454545454","1.4545454545454546","scapin|monsieur-grifon","5.454545454545454","2","1694","1694","10","11","2","5","4","0","1","30","","27","","1","8141","7923","103","387","17"
"regnard-souhaits","fre001221","","Regnard","0","Les Souhaits, Comédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_SOUHAITS.xml","","","","","1700","12","false","0.3412698412698412","0.16666666666666666","1.6451612903225807","mercure","1.8333333333333333","2","","1700","7","12","1","5","6","0","3","11","","11","","1","4074","3954","10","0","452"
"regnard-vendanges","fre001222","","Regnard","0","Les Vendanges, ou Le Bailli d'Anières, Comédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_VENDANGES.xml","","","","","1731","9","false","0.73994708994709","0.5277777777777778","1.4722222222222223","trigaudin","4.222222222222222","2","","1731","8","9","3","4","2","0","1","19","","19","","1","4000","3841","5","0","449"
"renard-maitresse","fre001223","","Renard","0","La Maîtresse","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RENARD_MAITRESSE.xml","","","","","1927","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","maurice|blanche","2.5","2","","1927","3","4","1","2","1","0","1","5","","23","","0","11422","11043","683","507","0"
"renard-plaisir-de-rompre","fre001224","Q18414518","Renard","0","Le Plaisir de Rompre","Comédie en un Acte.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RENARD_PLAISIRDEROMPRE.xml","","","","","1897","2","false","0","1","1","blanche|maurice","1","1","1897","1904","1","2","1","1","0","0","1","1","","1","1","0","5582","5294","526","298","0"
"restif-jugement-de-paris","fre001225","","Rétif de la Bretonne","0","Le Jugement de Pâris Comédie en un Acte et en Prose,","Avec un Divertissement.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RESTIF_JUGEMENTDEPARIS.xml","","","","","1773","10","false","1","0.4666666666666667","1","several characters","4.2","1","","1773","5","10","4","2","4","0","2","21","","12","","1","5732","5483","179","255","35"
"riccoboni-riccoboni-romagnesi-echo-du-public","fre001226","","Riccoboni père","2","L'Echo du Public","Comédie en vers et en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RICCOBONI-RICCOBONI-ROMAGNESI_ECHODUPUBLIC.xml","","","","","1741","8","false","0.5119047619047619","0.32142857142857145","1.6785714285714286","la-critique","2.25","2","1741","1741","7","8","2","5","1","0","1","9","","8","","1","7730","7531","35","0","976"
"riccoboni-romagnesi-compliments","fre001227","","Riccoboni","1","Les Compliments","Pièce en une Scène.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RICCOBONIROMAGNESI_COMPLIMENTS.xml","","","","","1736","13","false","1","1","1","several characters","12","1","1736","1736","12","13","6","5","2","0","1","78","","1","","1","2540","2404","41","23","417"
"robinet-panegyrique-ecole-des-femmes","fre001228","","Robinet","0","Panégyrique de l'Ecole des Femmes","Ou Conversation Comique sur les Oeuvres de M. Molière.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROBINET_PANEGYRIQUEECOLEDESFEMMES.xml","","","","","1664","9","false","0.9100529100529102","0.6388888888888888","1.4166666666666667","le-laquais","5.111111111111111","3","","1664","7","9","2","6","1","0","1","23","","6","","1","15862","15102","35","207","93"
"rochon-heureusement","fre001229","","Rochon de Chabannes","0","Heureusement","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROCHON_HEUREUSEMENT.xml","","","","","1762","5","false","0.8","0.7","1.3","marthon|madame-lisban","2.8","2","1762","1762","4","5","2","3","0","0","1","7","","10","","1","5150","5053","65","0","585"
"roger-auteur-capitation","fre001230","","Roger","0","Dialogue entre un Auteur et un Receveur de la Capitation","Si ad naturam vixeris, numquam pauper eris","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROGER_AUTEURCAPITATION.xml","","","","","1767","2","false","0","1","1","l-auteur|le-receveur","1","1","","1767","1","2","0","1","1","0","1","1","","1","","1","5263","4467","0","83","0"
"romagnesi-rancune","fre001232","","Romagnesi","0","La Rancune","Parodie de Philoctète en un Acte en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROMAGNESI_RANCUNE.xml","","","","","1755","5","false","1","1","1","several characters","4","1","1755","1755","4","5","1","4","0","0","1","10","","14","","1","5819","5609","50","0","643"
"romagnesi-riccoboni-sauvages","fre001231","","Riccoboni","1","Les Sauvages","Parodie de la Tragédie D'Alzire.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROMAGNESIRICCOBONI_SAUVAGES.xml","","","","","1736","8","false","0.6583333333333333","0.6071428571428571","1.4285714285714286","l-alzire|matamore","4.25","3","1736","1736","6","8","1","6","1","0","1","17","","25","","1","6764","6506","32","0","728"
"ronsin-aretaphile","fre001233","","Ronsin","0","Arétaphile ou La Révolution de Cyrene","Tragédie, en Cinq Actes, en Vers, Faite en 1786","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RONSIN_ARETAPHILE.xml","","","","","1791","8","false","0.8333333333333334","0.6428571428571429","1.3571428571428572","eglator|norate|enarus","4.5","2","1791","1793","6","8","2","5","1","0","1","18","","31","","0","12594","12326","158","0","1379"
"ronsin-ligues-des-fanatiques","fre001234","","Ronsin","0","La Ligue des Fanatiques et des Tyrans","Tragédie Nationale","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RONSIN_LIGUESDESFANATIQUES.xml","","","","","1791","8","false","0.8053571428571429","0.6071428571428571","1.3928571428571428","le-depute","4.25","2","1791","1792","7","8","1","1","6","0","1","17","","20","","0","9790","9386","177","0","1042"
"rosimond-avocat-savetier","fre001235","","Rosimond","0","L'Avocat Savetier","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROSIMOND_AVOCATSAVETIER.xml","","","","","1670","8","false","1","1","1","several characters","7","1","1670","1683","7","8","1","5","2","0","1","28","","13","","1","7333","7193","20","0","744"
"rosimond-festin-de-pierre","fre001236","","Rosimond","0","Le Nouveau Festin de Pierre ou L'Athée Foudroyé","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROSIMOND_FESTINDEPIERRE.xml","","","","","1669","17","false","0.7853264382676147","0.27941176470588236","1.8161764705882353","carrille|don-juan","4.470588235294118","3","1669","1670","14","17","3","8","6","0","1","38","","33","","5","16238","15007","317","0","1743"
"rotrou-agesilan","fre001237","","Rotrou","0","Agesilan de Colchos","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_AGESILAN.xml","","","","","1635","15","false","0.7486147186147185","0.4095238095238095","1.6857142857142857","bruneo","5.733333333333333","3","1635","1637","11","15","3","7","5","0","1","43","","30","","5","18331","17438","118","0","2002"
"rotrou-amarillis","fre001238","","Rotrou","0","Amarillis","Pastorale","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_AMARILLIS.xml","","","","","1652","12","false","0.7837301587301586","0.5","1.606060606060606","philidas|amarillis","5.5","3","1652","1653","9","12","3","4","5","0","1","33","","34","","5","15125","14493","48","0","1712"
"rotrou-amelie","fre001239","","Rotrou","0","Amélie","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_AMELIE.xml","","","","","1633","11","false","0.7813852813852814","0.6181818181818182","1.490909090909091","dionys","6.181818181818182","3","1633","1637","9","11","5","5","1","0","1","34","","33","","5","17567","16793","81","0","1978"
