name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"gonnet-euphemie","fre001496","","Gonnet","0","Euphémie","Ou le Compliment Improvisé","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GONNET_EUPHEMIE.xml","","","","","1858","3","false","1","1","1","euphemie|paula|julienne","2","1","","1858","2","3","3","0","0","0","1","3","","2","","0","976","843","2","0","122"
"gonnet-juliette-ou-la-danseuse","fre001497","","Gonnet","0","Juliette ou La Danseuse","Après une Fête Mondaine","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GONNET_JULIETTEOULADANSEUSE.xml","","","","","1858","7","false","1","1","1","several characters","6","1","","1858","6","7","6","0","1","0","1","21","","10","","0","1820","1601","86","0","183"
"gonnet-lisette","fre001498","","Gonnet","0","Lisette ou La Mauvaise Compagne","Avant une Fête Mondaine","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GONNET_LISETTE.xml","","","","","1858","7","false","0.9238095238095239","0.9047619047619048","1.0952380952380953","several characters","5.428571428571429","2","","1858","6","7","4","0","3","0","1","19","","5","","0","1599","1401","99","0","166"
"gosse-auteur-dans-son-menage","fre000717","","Gosse","1","L'Auteur dans son Ménage","Comédie en un Acte, en Prose Mêlée d'Ariettes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOSSE_AUTEURDANSSONMENAGE.xml","","","","","1798","5","false","1","1","1","several characters","4","1","1800","1798","4","5","2","2","1","0","1","10","","14","","1","5700","5476","217","276","205"
"gouges-cherubin","fre000718","","Gouges","0","Le Mariage Inattendu de Chérubin","Comédie en Trois Actes et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOUGES_CHERUBIN.xml","","","","","1788","14","false","0.8573593073593074","0.7802197802197802","1.2307692307692308","several characters","10.142857142857142","3","","1788","12","14","4","7","3","0","1","71","","55","","0","15793","13761","653","614","64"
"gouges-exclavage-des-noirs","fre000719","","Gouges","0","L'Esclavage des Noirs, ou L'Heureux Naufrage","Drame en Trois Actes et en Prose","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOUGES_EXCLAVAGEDESNOIRS.xml","","","","","1789","17","false","0.8517521693992283","0.5514705882352942","1.6102941176470589","several characters","8.823529411764707","4","1789","1792","13","17","4","4","9","0","1","75","","32","","3","13171","10993","662","363","0"
"gouges-moliere-ninon","fre000720","","Gouges","0","Molière chez Ninon","Ou le Siècle des Grands Hommes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOUGES_MOLIERENINON.xml","","","","","1788","31","false","0.7969700789208255","0.30752688172043013","1.7548387096774194","ninon","9.225806451612904","3","1789","1788","27","31","6","13","12","0","1","143","","92","","5","37099","32218","1573","1161","70"
"goulard-agis","fre000721","","Goulard","0","Agis","Parodie d'Agis en un Acte.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOULARD_AGIS.xml","","","","","1782","18","false","0.8464689631356298","0.41830065359477125","1.6993464052287581","tous","7.111111111111111","3","","1782","13","18","3","4","11","0","1","64","","20","","1","4631","4366","411","86","515"
"goullinet-trois-aveugles","fre000722","","Goullinet","0","Les Trois Aveugles","Comédie-Parade, en un Acte et en Prose.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOULLINET_TROISAVEUGLES.xml","","","","","1782","12","false","0.847979797979798","0.5909090909090909","1.4090909090909092","jerome","6.5","2","1782","1783","11","12","1","7","4","0","1","39","","25","","1","7060","6755","438","319","0"
"gourmont-theodat","fre000723","","Gourmont","0","Théodat","... Nova Epa. Grégoire de Tours.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GOURMONT_THEODAT.xml","","","","","1906","10","false","1","1","1","several characters","9","1","","1906","9","10","0","7","3","0","1","45","","1","","0","6279","5821","1524","194","8"
"graffigny-phaza","fre000724","","Graffigny","0","Phaza","Comédie en un Acte en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRAFFIGNY_PHAZA.xml","","","","","1770","4","false","1","1","1","several characters","3","1","","1770","3","4","3","1","0","0","1","6","","19","","0","7720","7569","39","302","0"
"graffigny-ziman-zenise","fre000725","","Graffigny","0","Ziman et Zenise","Comédie en un Acte en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRAFFIGNY_ZIMANZENISE.xml","","","","","1770","7","false","1","1","1","several characters","6","1","","1770","6","7","2","3","2","0","1","21","","11","","0","5704","5545","67","220","0"
"grandval-eunuque","fre000726","","Grandval","0","L'Eunuque ou La Fidèle Infidélité","Parade en vaudevilles mêlée de prose et de vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRANDVAL_EUNUQUE.xml","","","","","1755","6","false","1","1","1","several characters","5","1","1755","1755","5","6","2","3","1","0","1","15","","7","","1","6335","6059","511","72","632"
"grandval-luxurieux","fre000727","","Grandval","0","Le Luxurieux","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRANDVAL_LUXURIEUX.xml","","","","","1755","8","false","0.625","0.5714285714285714","1.5357142857142858","valere","4","3","1755","1756","6","8","3","4","1","0","1","16","","12","","1","3942","3829","12","0","460"
"grandval-temperament","fre000728","","Grandval","0","Le Tempérament","Tragi-Parade","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRANDVAL_TEMPERAMENT.xml","","","","","1755","6","false","0.5833333333333334","0.5333333333333333","1.5333333333333334","fessaride|impias","2.6666666666666665","3","1755","1756","4","6","2","3","1","0","1","8","","8","","1","5224","5115","60","0","552"
"gresset-edouard-iii","fre000729","","Gresset","0","Edouard Iii","Tragédie en Cinq Actes","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GRESSET_EDOUARDIII.xml","","","","","1740","9","false","0.6370370370370371","0.5555555555555556","1.5277777777777777","several characters","4.444444444444445","3","1740","1740","6","9","4","4","1","0","1","20","","45","","5","14990","14378","34","0","1635"
"grevin-cesar","fre000730","","Grévin","0","César","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GREVIN_CESAR.xml","","","","","1561","12","false","0.7892857142857143","0.4393939393939394","1.7878787878787878","decime-brute","4.833333333333333","4","","1561","8","12","2","6","4","0","1","29","","9","","5","11387","8944","0","0","1118"
"grevin-tresoriere","fre000731","","Grévin","0","La Trésorière","Tragédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GREVIN_TRESORIERE.xml","","","","","1561","10","false","0.7257142857142858","0.4444444444444444","1.5","richard","4","3","1658","1561","7","10","2","7","1","0","2","20","","22","","2","10468","9694","64","0","1542"
"grosclaude-peche-a-la-ligne","fre000732","","Grosclaude","0","La Pêche à la Ligne","Monologue en Prose","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GROSCLAUDE_PECHEALALIGNE.xml","","","","","1888","1","false","0","0","0","un-homme","0","0","","1888","0","1","0","1","0","0","1","0","","1","","0","778","738","0","21","2"
"gudin-lothaire","fre000733","","Gudin de la Brenellerie","0","Lothaire et Valrade","Ou le Royaume Mis en Interdit.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUDIN_LOTHAIRE.xml","","","","","1759","7","false","0.7142857142857143","0.6190476190476191","1.4285714285714286","valrade|lothaire|raimond","3.7142857142857144","3","1768","1759","5","7","1","5","1","0","1","13","","39","","5","16780","15975","273","0","1884"
"guerin-de-bouscal-dom-quixote-2","fre000735","","Guerin de Bouscal","0","Don Quichotte de la Manche [suite]","Seconde Partie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUERINDEBOUSCAL_DOMQUIXOTE2.xml","","","","","1640","24","false","0.851405715650567","0.43478260869565216","1.565217391304348","sanche","10","2","1645","1640","23","24","4","10","10","0","1","120","","30","","5","19173","18579","94","0","2134"
"guerin-de-bouscal-dom-quixote","fre000734","","Guerin de Bouscal","0","Don Quichotte de la Manche","Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUERINDEBOUSCAL_DOMQUIXOTE.xml","","","","","1639","23","false","0.8665846152620954","0.5059288537549407","1.5098814229249011","cardenie|sancho","11.130434782608695","3","1645","1639","20","23","4","4","15","0","1","128","","19","","5","16823","16386","68","0","1938"
"guerin-de-bouscal-fils-desavoue","fre000736","","Guerin de Bouscal","0","Le Fils Désavoué","Ou le Jugement de Théodoric Roi D'Italie.","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUERINDEBOUSCAL_FILSDESAVOUE.xml","","","","","1642","9","false","0.7296296296296296","0.4722222222222222","1.6944444444444444","julie","3.7777777777777777","3","1645","1642","6","9","3","6","0","0","1","17","","31","","4","16591","16166","28","1","1894"
"gueudeville-dialogues-de-lahontan-1704","fre000737","","Gueudeville","0","Dialogues de Monsieur le Baron de Lahontan et d'un Sauvage dans L'Amérique. avec les Voyages du Même au Portugal et en Danemark, dans Lesquels on Trouve des Particularités Très Curieuses, et qu'on Avait Point Encor Remarquées. le Tout Enrichi de Cartes et de Figures.","Contenant une description des moeurs et des coutumes de ces peuples sauvages.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEUDEVILLE_DIALOGUESDELAHONTAN-1704.xml","","","","","1704","2","false","0","1","1","adario|lahontan","1","1","","1704","1","2","0","2","0","0","1","1","","7","","1","30734","28566","0","73","0"
"gueullette-amant-cochemard","fre000738","","Gueullette","0","L'Amant Cochemard, Parade.","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_AMANTCOCHEMARD.xml","","","","","1756","5","false","1","1","1","several characters","4","1","","1756","4","5","1","3","1","0","1","10","","11","","1","1783","1682","27","0","189"
"gueullette-amant-poussif","fre000739","","Gueullette","0","L'Amant Poussif","Farce.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_AMANTPOUSSIF.xml","","","","","1720","5","false","1","1","1","several characters","4","1","1720","1756","4","5","1","2","2","0","1","10","","14","","1","4713","4583","31","157","17"
"gueullette-arlequin-pluton","fre000740","","Gueullette","0","Arlequin-Pluton","Comédie Inédite en Trois Actes.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_ARLEQUINPLUTON.xml","","","","","1719","20","false","0.6827594627594628","0.26842105263157895","1.8506493506493507","arlequin","5.1","4","1719","1719","14","20","3","9","8","0","2","51","","30","","3","12831","9097","154","452","100"
"gueullette-caracataca","fre000741","","Gueullette","0","Caracataca et Caracataqué","Farce en Trois Actes.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_CARACATACA.xml","","","","","1714","8","false","0.4083333333333333","0.39285714285714285","1.75","gilles","2.75","3","1720","1714","6","8","1","6","1","0","1","11","","16","","3","9662","9524","138","465","4"
"gueullette-chapeau-de-fortunatus","fre000742","","Gueullette","0","Le Chapeau de Fortunatus","Farce en un Acte.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_CHAPEAUDEFORTUNATUS.xml","","","","","1712","4","false","0.5833333333333333","0.6666666666666666","1.3333333333333333","gilles","2","2","1712","1712","3","4","0","4","0","0","1","4","","6","","1","4650","4577","334","203","0"
"gueullette-chaste-isabelle","fre000743","","Gueullette","0","La Chaste Isabelle","Parade","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_CHASTEISABELLE.xml","","","","","1720","6","false","0.611111111111111","0.6","1.5333333333333334","isabelle|cassandre-et-villebrequin","3","3","1720","1756","4","6","1","2","3","0","1","9","","11","","1","2398","2284","39","136","0"
"gueullette-confiance-des-cocus","fre000744","","Gueullette","0","La Confiance des Cocus","Parade.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_CONFIANCEDESCOCUS.xml","","","","","1720","6","false","0.9","0.6","1.4","cassandre","3","2","1720","1756","5","6","1","4","1","0","1","9","","8","","1","2412","2324","8","137","0"
"gueullette-fausses-envies","fre000745","","Gueullette","0","Les Fausses Envies, Parade.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_FAUSSESENVIES.xml","","","","","1740","4","false","1","1","1","several characters","3","1","1740","1740","3","4","1","3","0","0","1","6","","20","","2","8241","8065","100","371","8"
"gueullette-isabelle-grosse-par-vertu","fre000746","","Gueullette","0","Isabelle Grosse par Vertu","Farce en un Acte.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_ISABELLEGROSSEPARVERTU.xml","","","","","1738","5","false","1","1","1","several characters","4","1","1738","1738","4","5","1","3","1","0","1","10","","5","","1","2815","2727","122","134","16"
"gueullette-leandre-fiacre","fre000747","","Gueullette","0","Léandre Fiacre","Parade.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_LEANDREFIACRE.xml","","","","","1720","5","false","1","1","1","several characters","4","1","1720","1720","4","5","1","4","0","0","1","10","","10","","1","2129","1910","29","113","0"
"gueullette-leandre-hongre","fre000748","","Gueullette","0","Léandre Hongre","Parade.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_LEANDREHONGRE.xml","","","","","1720","4","false","1","1","1","several characters","3","1","1720","1720","3","4","1","2","1","0","1","6","","11","","1","6324","6244","15","188","0"
"gueullette-marchand-de-merde","fre000749","","Gueullette","0","Le Marchand de Merde","Parade.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_MARCHANDDEMERDE.xml","","","","","1720","5","false","0.8666666666666666","0.8","1.2","gilles|arlequin","3.2","2","1720","1720","4","5","1","4","0","0","1","8","","12","","1","2226","2114","15","108","0"
"gueullette-parade-1","fre000750","","Gueullette","0","Première Parade, Farce.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_PARADE1.xml","","","","","1714","12","false","0.8042328042328042","0.3484848484848485","1.7121212121212122","gilles","3.8333333333333335","3","1714","1714","10","12","1","8","3","0","1","23","","27","","3","11816","11505","840","695","0"
"gueullette-parade-2","fre000751","","Gueullette","1","Deuxième Parade, Farce.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUEULLETTE_PARADE2.xml","","","","","1715","6","false","0.8277777777777778","0.5333333333333333","1.4666666666666666","gilles","2.6666666666666665","2","1715","1715","5","6","0","3","3","0","1","8","","17","","1","10825","10673","320","584","10"
"guibert-filles-a-marier","fre000752","","Guibert","0","Les Filles à Marier","Comédie en un Acte en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUIBERT_FILLESAMARIER.xml","","","","","1768","10","false","0.9444444444444444","0.9111111111111111","1.0888888888888888","several characters","8.2","2","1768","1768","9","10","3","5","2","0","1","41","","20","","1","5516","5262","105","0","613"
"guimont-de-la-touche-iphigenie","fre000753","","Guymond de la Touche","0","Iphigénie en Tauride","Tragédie en Cinq Actes et en vers","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUIMONTDELATOUCHE_IPHIGENIE.xml","","","","","1757","8","false","0.8273809523809523","0.4642857142857143","1.5357142857142858","iphigenie","3.25","2","1757","1778","7","8","3","4","1","0","1","13","","36","","0","12516","12199","192","0","1423"
"guyot-de-merville-consentement-force","fre000754","","Guyot de Merville","0","Le Consentement Forcé","Comédie, en un Acte et en Prose.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/GUYOTDEMERVILLE_CONSENTEMENTFORCE.xml","","","","","1738","7","false","0.7142857142857143","0.47619047619047616","1","several characters","2.857142857142857","1","1738","1739","4","7","2","3","2","0","3","10","","20","","1","8652","7922","32","449","96"
"hardy-meleagre","fre000755","","Hardy","0","Méléagre","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HARDY_MELEAGRE.xml","","","","","1604","19","false","0.8199376646745067","0.3567251461988304","1.8011695906432748","meleagre","6.421052631578948","4","1604","1604","14","19","3","10","6","0","1","61","","12","","0","10989","10563","44","0","1257"
"haren-agon","fre000756","","Van Haren","0","Agon, Sultan de Bantam","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HAREN_AGON.xml","","","","","1770","10","false","0.5271428571428571","0.4444444444444444","1.6666666666666667","agon|fatime","4","3","","1770","7","10","2","7","1","0","1","20","","33","","5","16332","14664","195","0","1694"
"harny-petit-maitre-province","fre000757","","Guerville","0","Le Petit-Maître en Province","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HARNY_PETITMAITREPROVINCE.xml","","","","","1765","9","false","0.8796296296296297","0.75","1.25","le-baron","6","2","1765","1765","8","9","3","5","1","0","1","27","","19","","1","6225","5539","180","0","752"
"harny-sybille","fre000758","","Guerville","0","La Sybille","Parodie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HARNY_SYBILLE.xml","","","","","1758","5","false","0.9","0.9","1.1","francoeur|euphrosine|la-sybille","3.6","2","1765","1758","4","5","3","1","1","0","1","9","","13","","1","4405","4212","447","0","642"
"hauteroche-amant-flatte-point","fre001499","","Hauteroche","0","L'Amant qui ne Flatte Point","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HAUTEROCHE_AMANTFLATTEPOINT.xml","","","","","1668","10","false","0.8924603174603174","0.8444444444444444","1.1555555555555554","several characters","7.6","2","1668","1669","9","10","2","7","1","0","1","38","","49","","0","20315","19289","141","6","2334"
"hauteroche-cocher-suppose","fre000759","","Hauteroche","0","Le Cocher Supposé","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HAUTEROCHE_COCHERSUPPOSE.xml","","","","","1684","14","false","0.7891311069882498","0.3956043956043956","1.6813186813186813","hilaire","5.142857142857143","3","1684","1684","11","14","4","5","5","0","1","36","","35","","1","8330","7641","145","488","0"
"hauteroche-deuil","fre001500","","Hauteroche","0","Le Deuil","Comédie en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HAUTEROCHE_DEUIL.xml","","","","","1672","7","false","0.8523809523809524","0.7619047619047619","1.2380952380952381","crispin|perrette","4.571428571428571","2","1672","1672","6","7","2","3","2","0","1","16","","14","","0","7884","6929","48","5","870"
"henault-marius-a-cirte","fre000760","","Hénault","0","Marius à Cirte","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HENAULT_MARIUSACIRTE.xml","","","","","1702","9","false","0.674074074074074","0.3888888888888889","1.7777777777777777","arisbe","3.111111111111111","3","1715","1702","6","9","2","6","1","0","1","14","","28","","5","13875","12961","4","0","1484"
"henault-temple-des-chimeres","fre000761","","Hénault","0","Le Temple des Chimères","Divertissement","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HENAULT_TEMPLEDESCHIMERES.xml","","","","","1806","13","false","0.7794483294483293","0.38461538461538464","1.7307692307692308","la-deesse","4.615384615384615","3","","1806","11","13","1","3","9","0","1","30","","6","","0","1453","1235","178","0","176"
"hervieux-paul-et-pauline","fre001546","","Hugo","1","Paul et Pauline","Comédie en un Acte, en Vers.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVIEUX_PAULPAULINE.xml","","","","","1867","3","false","1","1","1","monsieur-valbray|pauline|paul","2","1","","1867","2","3","1","2","0","0","1","3","","8","","0","6318","6240","10","0","717"
"hervilly-docteur-sans-pareil","fre000762","","d'Hervilly","0","Le Docteur sans Pareil","Comédie en un Acte, en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_DOCTEURSANSPAREIL.xml","","","","","1887","13","false","1","1","1","several characters","12","1","","1887","12","13","1","4","8","0","1","78","","9","","1","7093","6201","586","0","717"
"hervilly-laitiere","fre000763","","d'Hervilly","0","La Laitière et le Pot aux Roses","Fable en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_LAITIERE.xml","","","","","1882","3","false","1","1","1","maurice|georges|sidonie","2","1","1894","1882","2","3","0","0","3","0","1","3","","7","","1","5760","5571","345","187","0"
"hervilly-magister","fre000764","","d'Hervilly","0","Le Magister","Comédie.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_MAGISTER.xml","","","","","1887","3","false","1","1","1","pinel|poquelin|moliere","2","1","","1887","2","3","0","1","2","0","1","3","","4","","1","4426","3698","82","0","449"
"hervilly-malade-reel","fre000765","","d'Hervilly","0","Le Malade Réel","Comédie.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_MALADEREEL.xml","","","","","1887","10","false","1","1","1","several characters","9","1","","1887","9","10","1","1","8","0","1","45","","3","","0","3522","2692","230","0","312"
"hervilly-moliere-en-prison","fre000766","","d'Hervilly","0","Molière en Prison","Comédie en un Acte, en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_MOLIEREENPRISON.xml","","","","","1887","4","false","1","1","1","several characters","3","1","","1887","3","4","0","3","1","0","1","6","","7","","1","6304","5452","374","5","550"
"hervilly-pere-et-fils","fre000767","","d'Hervilly","0","Poquelin, Père et Fils","Comédie en un Acte","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_PEREETFILS.xml","","","","","1881","7","false","0.8095238095238094","0.6666666666666666","1.3333333333333333","clabaud","4","2","1881","1887","6","7","1","4","2","0","1","14","","14","","1","7536","6628","661","0","720"
"hervilly-silence-dans-les-rangs","fre000768","","Hervilly","0","Silence dans les Rangs !","Comédie en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_SILENCEDANSLESRANGS.xml","","","","","1875","3","false","1","1","1","gabrielle|georges|david","2","1","1875","1876","2","3","1","1","1","0","1","3","","6","","0","5737","5552","223","199","2"
"hervilly-soupe","fre000769","","d'Hervilly","0","Entre la Soupe et les Lèvres","Soliloque.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HERVILLY_SOUPE.xml","","","","","1878","1","false","0","0","0","un-monsieur","0","0","","1878","0","1","0","1","0","0","1","0","","1","","1","1725","1636","196","0","147"
"hoffman-original","fre000770","","Hoffmann","0","L'Original","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HOFFMAN_ORIGINAL.xml","","","","","1796","3","false","1","1","1","damis|linval|celimene","2","1","1796","1797","2","3","1","2","0","0","1","3","","12","","1","5215","5110","68","0","611"
"hoffman-phedre","fre000771","Q17065903","Hoffmann","0","Phèdre","Tragédie Lyrique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HOFFMAN_PHEDRE.xml","","","","","1786","21","true","0.7981407481407482","0.4095238095238095","1.6428571428571428","phedre|le-choeur","8.19047619047619","3","1786","1786","15","21","3","1","17","0","1","86","","21","1","3","6949","6557","341","0","864"
"hugo-burgraves","fre000772","Q3231195","Hugo","1","Les Burgraves Trilogie","Drame historique en trois parties et en vers.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_BURGRAVES.xml","","","","","1843","31","false","0.9034377282005368","0.3548387096774194","1.3764705882352941","otbert","10.64516129032258","3","1843","1843","18","31","2","15","14","0","2","165","","17","4","0","26414","21525","3675","0","2230"
"hugo-etre-aime","fre001547","","Hugo","1","Etre Aimé","Comédie en une Scène et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_ETREAIME.xml","","","","","1886","1","false","0","0","0","le-roi","0","0","","1886","0","1","0","1","0","0","1","0","","1","","0","986","949","4","0","96"
"hugo-hernani","fre000773","Q1125255","Hugo","1","Hernani ou L'Honneur Castillan","Drame","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_HERNANI.xml","","","","","1830","31","false","0.8444080230195239","0.2731182795698925","1.9376344086021506","hernani","8.193548387096774","3","1830","1830","24","31","0","14","17","0","1","127","","29","16","5","25405","22905","3351","0","2384"
"hugo-les-gueux","fre001548","","Hugo","1","Les Gueux","Drame en un Acte et en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_GUEUX.xml","","","","","1830","2","false","0","1","1","gedeon|mouffetard","1","1","","1830","1","2","0","1","1","0","1","1","","1","","0","2250","2210","36","0","204"
"hugo-prologue","fre001550","","Hugo","1","Prologue","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_PROLOGUE.xml","","","","","1830","3","false","1","1","1","jupiter|la-tragedie|la-comedie","2","1","","1830","2","3","0","1","2","0","1","3","","1","","0","361","331","6","0","62"
"hugo-sur-la-lisiere-d-un-bois","fre001549","","Hugo","1","Sur la Lisière d'un Bois","Comédie en une Scène et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGO_LISIEREDUNBOIS.xml","","","","","1886","3","false","1","1","1","le-satyre|leo|lea","2","1","","1886","2","3","1","1","1","0","1","3","","1","","0","957","910","24","0","120"
"hugues-boite-a-musique","fre000774","","Hugues","0","La Boite A Musique","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGUES_BOITEAMUSIQUE.xml","","","","","1906","18","false","0.9094251336898395","0.6013071895424836","1.3986928104575163","noemie","10.222222222222221","2","","1906","17","18","3","2","13","0","1","92","","14","","0","4701","4519","207","0","564"
"hugues-cendrillon","fre000775","","Hugues","0","Cendrillon","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGUES_CENDRILLON.xml","","","","","1906","12","false","0.9272727272727274","0.8181818181818182","1.1818181818181819","several characters","9","2","","1906","11","12","3","4","5","0","1","54","","14","","0","5542","5395","286","0","661"
"hugues-maison-du-dimanche","fre000776","","Hugues","0","La Maison des Dimanches","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGUES_MAISONDUDIMANCHE.xml","","","","","1906","13","false","0.9223776223776224","0.7307692307692307","1.2692307692307692","fanny","8.76923076923077","2","","1906","12","13","3","5","5","0","1","57","","7","","0","3719","3520","205","0","458"
"hugues-nuit-moliere","fre000777","","Hugues","0","Une Nuit de Molière","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGUES_NUITMOLIERE.xml","","","","","1879","2","false","0","1","1","moliere|la-muse","1","1","","1879","1","2","1","1","0","0","1","1","","2","","1","3380","2898","96","0","322"
"hugues-tyl","fre000778","","Hugues","0","Tyl l'Espiegle","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUGUES_TYL.xml","","","","","1906","16","false","0.9062271062271062","0.7583333333333333","1.2416666666666667","several characters","11.375","2","","1906","15","16","1","2","13","0","1","91","","10","","0","6174","5986","454","0","682"
"hus-ingenu","fre000779","","Hus","0","L'Ingénu, ou Le Sauvage du Canada","Pantomime en Deux Actes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/HUS_INGENU.xml","","","","","1805","7","false","0.6571428571428571","0.5238095238095238","1.2666666666666666","kerkabon","3.142857142857143","2","","1805","5","7","2","2","3","0","2","11","","24","","0","5702","1559","5058","27","24"
