id,name,playName,wikidataId,normalizedGenre,libretto,firstAuthor,title,subtitle,numOfCoAuthors,maxDegreeIds,numOfSegments,numOfActs,numOfSpeakers,numOfSpeakersMale,numOfSpeakersFemale,numOfSpeakersUnknown,numOfPersonGroups,numOfP,numOfL,wikipediaLinkCount,wordCountText,wordCountSp,wordCountStage,yearWritten,yearPremiered,yearPrinted,yearNormalized,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,averageDegree,density,averageClustering,size,maxDegree,numConnectedComponents,numEdges,diameter,averagePathLength
fre000247,carmontelle-deux-auteurs,carmontelle-deux-auteurs,,,False,Carmontelle,Les Deux Auteurs,Comédie,0,monsieur-le-gris|monsieur-le-nain,1,0,2,1,0,1,0,0,107,,1159,1094,0,,,1822,1822.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_DEUXAUTEURS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_DEUXAUTEURS.xml']",,,,,1.0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0
fre000248,carmontelle-deux-chapeaux,carmontelle-deux-chapeaux,,,False,Carmontelle,Les Deux Chapeaux,Comédie.,0,madame-de-brecourt,8,1,4,1,2,1,0,166,0,,2355,2234,184,,,1822,1822.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_DEUXCHAPEAUX.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_DEUXCHAPEAUX.xml']",,,,,1.5,0.5,0.0,4,3.0,1.0,3.0,2.0,1.5
fre000249,carmontelle-diamant,carmontelle-diamant,,,False,Carmontelle,Le Diamant,Dix-Septième Proverbe.,0,madame-de-gercourt|monsieur-de-gercourt,11,1,8,4,2,2,0,377,0,,5696,5519,74,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_DIAMANT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_DIAMANT.xml']",,,,,3.5,0.5,0.7916666666666661,8,5.0,1.0,14.0,3.0,1.642857142857142
fre000250,carmontelle-ecrivain,carmontelle-ecrivain,,,False,Carmontelle,L'Ecrivain des Charniers.,Comédie.,0,mademoiselle-janneton|madame-de-l-aiguille,12,1,6,4,2,0,0,344,0,,6627,6351,187,,1768.0,1771,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ECRIVAIN.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_ECRIVAIN.xml']",,,,,4.0,0.8,0.9,6,5.0,1.0,12.0,2.0,1.2
fre000251,carmontelle-enrage,carmontelle-enrage,,,False,Carmontelle,L'Enragé,Seizième Proverbe.,0,le-comte|madame-thomas,10,1,4,1,1,2,0,235,0,,2947,2815,186,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ENRAGE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_ENRAGE.xml']",,,,,2.5,0.833333333333333,0.833333333333333,4,3.0,1.0,5.0,2.0,1.166666666666666
fre000252,carmontelle-etranger,carmontelle-etranger,,,False,Carmontelle,L'Etranger,Comédie.,0,several characters,10,1,4,2,0,2,0,242,0,,2914,2791,62,,1780.0,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ETRANGER.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_ETRANGER.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000253,carmontelle-faux-empoisonnement,carmontelle-faux-empoisonnement,,,False,Carmontelle,Le Faux Empoisonnement,Cinquante-Neuvième Proverbe.,0,le-comte|la-marquise,13,1,6,3,2,1,0,154,0,,2984,2860,48,,,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_FAUXEMPOISONNEMENT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_FAUXEMPOISONNEMENT.xml']",,,,,3.666666666666666,0.7333333333333331,0.866666666666666,6,5.0,1.0,11.0,2.0,1.266666666666666
fre000254,carmontelle-faux-indifferents,carmontelle-faux-indifferents,,,False,Carmontelle,Les Faux Indifférents,Septième Proverbe.,0,le-chevalier|henriette|la-comtesse,6,1,3,1,2,0,0,58,0,,1371,1289,48,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_FAUXINDIFFERENTS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_FAUXINDIFFERENTS.xml']",,,,,2.0,1.0,1.0,3,2.0,1.0,3.0,1.0,1.0
fre000255,carmontelle-fous,carmontelle-fous,,,False,Carmontelle,Les Fous,Quatorzième Proverbe.,0,monsieur-dissonant|l-abbe,5,1,7,3,1,3,0,133,81,,2331,2226,181,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_FOUS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_FOUS.xml']",,,,,4.857142857142857,0.8095238095238091,0.9238095238095231,7,6.0,1.0,17.0,2.0,1.19047619047619
fre000256,carmontelle-histoire,carmontelle-histoire,,,False,Carmontelle,L'Histoire.,Comédie.,0,several characters,3,1,7,3,2,2,0,120,0,,1679,1568,23,,,1822,1822.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_HISTOIRE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_HISTOIRE.xml']",,,,,6.0,1.0,1.0,7,6.0,1.0,21.0,1.0,1.0
fre000257,carmontelle-important,carmontelle-important,,,False,Carmontelle,L'Important,Quinzième Proverbe.,0,le-chevalier,7,1,7,3,0,4,0,112,0,,2019,1888,16,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_IMPORTANT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_IMPORTANT.xml']",,,,,3.1428571428571432,0.5238095238095231,0.819047619047618,7,5.0,1.0,11.0,3.0,1.5714285714285712
fre001531,carmontelle-l-auteur-et-l-amateur,carmontelle-l-auteur-et-l-amateur,,,False,Carmontelle,L'Auteur et l'Amateur,Quarante-Quatrième Proverbe.,0,monsieur-deloureville|bery|monsieur-pastoureau,3,0,3,3,0,0,0,157,35,,2624,2534,38,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_AUTEURAMATEUR.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_AUTEURAMATEUR.xml']",,,,,2.0,1.0,1.0,3,2.0,1.0,3.0,1.0,1.0
fre001630,carmontelle-l-homme-qui-craint-d-aimer,carmontelle-l-homme-qui-craint-d-aimer,,,False,Carmontelle,L'Homme qui Craint d'Aimer,Quarante-Deuxieme Proverbe.,0,le-chevalier|le-comte,5,0,4,1,0,3,0,112,0,,2534,2415,41,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_HOMMEQUICRAINTDAIMER.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_HOMMEQUICRAINTDAIMER.xml']",,,,,2.5,0.833333333333333,0.833333333333333,4,3.0,1.0,5.0,2.0,1.166666666666666
fre001535,carmontelle-la-chanoine-de-reims,carmontelle-la-chanoine-de-reims,,,False,Carmontelle,Le Chanoine de Reims,Proverbe.,0,dame-monique|monsieur-colliger,13,0,5,3,1,1,0,174,0,,3519,3331,22,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_CHANOINEDEREIMS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_CHANOINEDEREIMS.xml']",,,,,3.2,0.8,0.866666666666666,5,4.0,1.0,8.0,2.0,1.2
fre001537,carmontelle-la-fripon-orgueilleux,carmontelle-la-fripon-orgueilleux,,,False,Carmontelle,Le Fripon Orgueilleux,Proverbe.,0,madame-de-clersel|le-baron|le-duc,11,0,6,2,1,3,0,248,0,,4505,4321,48,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_FRIPONORGUEILLEUX.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_FRIPONORGUEILLEUX.xml']",,,,,4.333333333333333,0.866666666666666,0.899999999999999,6,5.0,1.0,13.0,2.0,1.133333333333333
fre001631,carmontelle-la-medaille-d-othon,carmontelle-la-medaille-d-othon,,,False,Carmontelle,La Médaille d'Othon,Quarante-Unième Proverbe.,0,several characters,5,0,4,3,0,1,0,147,0,,2006,1854,30,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_MEDAILLEDOTHON.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_MEDAILLEDOTHON.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre001538,carmontelle-la-permission-de-chasse,carmontelle-la-permission-de-chasse,,,False,Carmontelle,La Permission de Chasse,Quarante-Sixième Proverbe.,0,monsieur-dugrepont,6,0,4,4,0,0,0,107,0,,1638,1503,32,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PERMISSIONDECHASSE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PERMISSIONDECHASSE.xml']",,,,,2.0,0.6666666666666661,0.583333333333333,4,3.0,1.0,4.0,2.0,1.333333333333333
fre001632,carmontelle-la-rose-rouge,carmontelle-la-rose-rouge,,,False,Carmontelle,La Rose Rouge,Quarante-Troisème Proverbe.,0,monsieur-brossart|madame-brossart,12,0,4,2,0,2,0,224,5,,3266,3052,59,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ROSEROUGE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_ROSEROUGE.xml']",,,,,2.5,0.833333333333333,0.833333333333333,4,3.0,1.0,5.0,2.0,1.166666666666666
fre001540,carmontelle-la-veste-brodee,carmontelle-la-veste-brodee,,,False,Carmontelle,La Veste Brodée.,Comédie.,0,several characters,8,0,4,2,2,0,0,157,0,,2836,2673,51,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_VESTEBRODEE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_VESTEBRODEE.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre001627,carmontelle-le-bavard,carmontelle-le-bavard,,,False,Carmontelle,Le Bavard,Comédie.,0,la-comtesse,5,0,4,2,0,2,0,172,0,,3404,3235,54,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BAVARD.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_BAVARD.xml']",,,,,2.0,0.6666666666666661,0.583333333333333,4,3.0,1.0,4.0,2.0,1.333333333333333
fre001533,carmontelle-le-boiteux,carmontelle-le-boiteux,,,False,Carmontelle,Le Boiteux.,Comédie.,0,several characters,16,0,7,2,4,1,0,465,3,,7640,7178,384,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BOITEUX.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_BOITEUX.xml']",,,,,6.0,1.0,1.0,7,6.0,1.0,21.0,1.0,1.0
fre001534,carmontelle-le-bon-mari,carmontelle-le-bon-mari,,,False,Carmontelle,Le Bon Mari,Comédie.,0,le-vicomte,6,0,5,1,0,4,0,114,0,,2587,2459,27,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BONMARI.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_BONMARI.xml']",,,,,2.0,0.5,0.433333333333333,5,4.0,1.0,5.0,2.0,1.5
fre001628,carmontelle-le-chien-de-la-foire,carmontelle-le-chien-de-la-foire,,,False,Carmontelle,Le Chien de la Foire,Comédie.,0,several characters,1,0,7,4,2,1,0,122,0,,1728,1580,67,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_CHIENDELAFOIRE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_CHIENDELAFOIRE.xml']",,,,,6.0,1.0,1.0,7,6.0,1.0,21.0,1.0,1.0
fre001629,carmontelle-le-distrait,carmontelle-le-distrait,,,False,Carmontelle,Le Distrait,Comédie.,0,le-marquis,5,0,5,1,1,3,0,196,2,,2627,2470,29,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_DISTRAIT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_DISTRAIT.xml']",,,,,2.8,0.7000000000000001,0.7000000000000001,5,4.0,1.0,7.0,2.0,1.3
fre001539,carmontelle-le-sot-heritier,carmontelle-le-sot-heritier,,,False,Carmontelle,Le Sot Héritier,Proverbe.,0,monsieur-d-alvin,11,0,5,4,1,0,0,301,0,,4754,4571,41,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SOTHERITIER.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SOTHERITIER.xml']",,,,,2.8,0.7000000000000001,0.7000000000000001,5,4.0,1.0,7.0,2.0,1.3
fre001633,carmontelle-le-veuf,carmontelle-le-veuf,,,False,Carmontelle,Le Veuf,Comédie.,0,several characters,2,0,4,3,0,1,0,144,26,,2220,2091,71,,,1783,1783.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_VEUF.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_VEUF.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre001536,carmontelle-les-epoux-malheureux,carmontelle-les-epoux-malheureux,,,False,Carmontelle,Les Epoux Malheureux,Quarante-Septième Proverbe.,0,monsieur-de-saint-firmin|pauline,12,0,8,4,1,3,0,164,0,,4189,3939,235,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_EPOUXMALHEUREUX.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_EPOUXMALHEUREUX.xml']",,,,,4.25,0.6071428571428571,0.8690476190476191,8,7.0,1.0,17.0,2.0,1.392857142857142
fre000258,carmontelle-lievre,carmontelle-lievre,,,False,Carmontelle,Le Lièvre,Comédie.,0,several characters,11,1,4,3,1,0,0,212,0,,3428,3315,61,,,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_LIEVRE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_LIEVRE.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000259,carmontelle-maitre-de-ballets,carmontelle-maitre-de-ballets,,,False,Carmontelle,Le Maître de Ballets,Premier Proverbe.,0,la-france|monsieur-du-pas|le-comte,2,1,3,2,0,1,0,65,0,,1035,954,22,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_MAITREDEBALLETS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_MAITREDEBALLETS.xml']",,,,,2.0,1.0,1.0,3,2.0,1.0,3.0,1.0,1.0
fre000260,carmontelle-mari-absent,carmontelle-mari-absent,,,False,Carmontelle,Le Mari Absent,Treizième Proverbe.,0,le-bailli|catherine|gros-jean,4,1,3,1,1,1,0,108,0,,1784,1703,3,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_MARIABSENT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_MARIABSENT.xml']",,,,,2.0,1.0,1.0,3,2.0,1.0,3.0,1.0,1.0
fre000261,carmontelle-officier-du-gobelet,carmontelle-officier-du-gobelet,,,False,Carmontelle,L'Officier du Gobelet,Cinquante Septième Proverbe.,0,monsieur-de-saint-brice,8,1,5,3,1,1,0,190,0,,3224,3081,106,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_OFFICIERDUGOBELET.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_OFFICIERDUGOBELET.xml']",,,,,2.0,0.5,0.433333333333333,5,4.0,1.0,5.0,2.0,1.5
fre000262,carmontelle-pari,carmontelle-pari,,,False,Carmontelle,Le Pari,Comédie.,0,monsieur-duval|le-garçon|monsieur-delalande,5,1,6,2,0,4,0,132,0,,1999,1857,212,,1768.0,1771,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PARI.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PARI.xml']",,,,,4.333333333333333,0.866666666666666,0.9,6,5.0,1.0,13.0,2.0,1.133333333333333
fre000263,carmontelle-peintre-en-cul-de-sac,carmontelle-peintre-en-cul-de-sac,,,False,Carmontelle,Le Peintre en Cul-de-sac.,Comédie.,0,several characters,6,1,4,3,0,1,0,127,21,,2181,2027,119,,,1822,1822.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PEINTREENCULDESAC.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PEINTREENCULDESAC.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000264,carmontelle-petit-maitre-par-philosophie,carmontelle-petit-maitre-par-philosophie,,,False,Carmontelle,Le Petit Maître par Philosophie,Trente-Cinquième Proverbe.,0,le-chevalier,4,1,4,3,1,0,0,231,0,,3982,3903,47,,,1778,1778.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PETITMAITREPARPHILOSOPHIE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PETITMAITREPARPHILOSOPHIE.xml']",,,,,2.0,0.6666666666666661,0.583333333333333,4,3.0,1.0,4.0,2.0,1.333333333333333
fre000265,carmontelle-petit-poucet,carmontelle-petit-poucet,,,False,Carmontelle,Le Petit Poucet,Trente-Septième Proverbe.,0,le-petit-poucet|javotte|pierrot,15,1,14,8,4,2,0,302,0,,4004,3768,216,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PETITPOUCET.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PETITPOUCET.xml']",,,,,8.0,0.6153846153846151,0.816759431045145,14,11.0,1.0,56.0,3.0,1.406593406593406
fre000266,carmontelle-pleureurs-d-homere,carmontelle-pleureurs-d-homere,,,False,Carmontelle,Les Pleureurs d'Homère,Trente-Quatrième Proverbe.,0,monsieur-delepine,3,1,8,3,1,4,0,108,0,,1367,1283,90,,,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PLEUREURSDHOMERE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PLEUREURSDHOMERE.xml']",,,,,4.75,0.678571428571428,0.8797619047619041,8,7.0,1.0,19.0,2.0,1.321428571428571
fre000267,carmontelle-portrait,carmontelle-portrait,,,False,Carmontelle,Le Portrait,Huitième Proverbe.,0,la-comtesse,11,1,12,6,0,6,0,266,0,,4320,4123,53,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_PORTRAIT.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_PORTRAIT.xml']",,,,,4.0,0.36363636363636304,0.7966269841269841,12,8.0,1.0,24.0,3.0,1.8030303030303032
fre000268,carmontelle-poulet,carmontelle-poulet,,,False,Carmontelle,Le Poulet,Troisième Proverbe.,0,several characters,4,1,4,4,0,0,0,126,0,,1600,1506,52,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_POULET.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_POULET.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000269,carmontelle-recommandation,carmontelle-recommandation,,,False,Carmontelle,La Recommandation,Cinquante Huitième Proverbe.,0,madame-de-la-bruyere|monsieur-de-la-bruyere|la-comtesse,8,1,5,3,1,1,0,185,0,,3869,3698,11,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_RECOMMANDATION.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_RECOMMANDATION.xml']",,,,,3.6,0.9,0.9,5,4.0,1.0,9.0,2.0,1.1
fre000270,carmontelle-secondes-loges,carmontelle-secondes-loges,,,False,Carmontelle,"Les Secondes Loges de l'Opéra, le Dimanche.",Dix-Huitième Proverbe.,0,several characters,3,1,6,4,2,0,0,92,0,,1739,1618,8,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SECONDESLOGES.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SECONDESLOGES.xml']",,,,,5.0,1.0,1.0,6,5.0,1.0,15.0,1.0,1.0
fre000271,carmontelle-seigneur-auteur,carmontelle-seigneur-auteur,,,False,Carmontelle,Le Seigneur Auteur,Comédie Proverbe,0,le-duc,3,1,5,4,0,1,0,139,41,,2046,1996,43,,,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SEIGNEURAUTEUR.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SEIGNEURAUTEUR.xml']",,,,,2.8,0.7000000000000001,0.7000000000000001,5,4.0,1.0,7.0,2.0,1.3
fre000272,carmontelle-sortie-de-la-comedie,carmontelle-sortie-de-la-comedie,,,False,Carmontelle,Sortie de la Comédie Française,Onzième Proverbe.,0,several characters,1,1,10,6,2,2,0,103,0,,1848,1765,26,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SORTIEDELACOMEDIE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SORTIEDELACOMEDIE.xml']",,,,,9.0,1.0,1.0,10,9.0,1.0,45.0,1.0,1.0
fre000273,carmontelle-sourd,carmontelle-sourd,,,False,Carmontelle,Le Sourd,Quatrième Proverbe.,0,several characters,8,1,7,4,2,1,0,129,0,,2626,2446,28,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SOURD.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SOURD.xml']",,,,,5.714285714285714,0.9523809523809521,0.9523809523809521,7,6.0,1.0,20.0,2.0,1.047619047619047
fre000274,carmontelle-statue,carmontelle-statue,,,False,Carmontelle,La Statue.,Comédie.,0,mademoiselle-de-richeviere|le-chevalier,11,1,6,0,1,5,0,175,0,,3548,3384,70,,,1822,1822.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_STATUE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_STATUE.xml']",,,,,4.0,0.8,0.9,6,5.0,1.0,12.0,2.0,1.2
fre000275,carmontelle-suisse-de-porte,carmontelle-suisse-de-porte,,,False,Carmontelle,Le Suisse de Porte et le Portrait.,Comédie.,0,la-marquise,6,1,5,4,1,0,0,84,0,,1866,1759,52,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SUISSEDEPORTE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SUISSEDEPORTE.xml']",,,,,2.8,0.7000000000000001,0.766666666666666,5,4.0,1.0,7.0,2.0,1.3
fre000276,carmontelle-suisse-malade,carmontelle-suisse-malade,,,False,Carmontelle,Le Suisse Malade,Cinquième Proverbe.,0,le-caporal,10,1,8,1,0,7,0,112,22,,1807,1639,45,,,1771,1771.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_SUISSEMALADE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_SUISSEMALADE.xml']",,,,,4.5,0.642857142857142,0.8363095238095231,8,7.0,1.0,18.0,2.0,1.357142857142857
fre000277,carmontelle-veuve-avare,carmontelle-veuve-avare,,,False,Carmontelle,La Veuve Avare ou A Trompeur Trompeur et Demi,Proverbe Dramatique.,0,several characters,6,1,4,1,1,2,0,158,0,,2835,2751,62,,,1768,1768.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_VEUVEAVARE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_VEUVEAVARE.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000278,carmontelle-voyageurs,carmontelle-voyageurs,,,False,Carmontelle,Les Voyageurs,Proverbe.,0,madame-rougeau,9,0,7,3,3,1,0,276,0,,3837,3656,68,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_VOYAGEURS.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLE_VOYAGEURS.xml']",,,,,4.571428571428571,0.7619047619047611,0.8095238095238091,7,6.0,1.0,16.0,2.0,1.2380952380952381
fre001634,carmontellle-dame-jeanne,carmontellle-dame-jeanne,,,False,Carmontelle,Dame Jeanne,Proverbe.,0,several characters,9,0,5,5,0,0,0,259,0,,4352,4167,21,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLLE_DAMEJEANNE.xml', 'http://theatre-classique.fr/pages/documents/CARMONTELLLE_DAMEJEANNE.xml']",,,,,4.0,1.0,1.0,5,4.0,1.0,10.0,1.0,1.0
fre001636,carrance-choix-d-un-mari,carrance-choix-d-un-mari,,Comedy,False,Carrance,Le Choix d'un Mari,Comédie en trois actes et en prose.,0,several characters,28,0,7,0,1,6,0,394,0,,8015,7738,264,,,1884,1884.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARRANCE_CHOIXDUNMARI.xml', 'http://theatre-classique.fr/pages/documents/CARRANCE_CHOIXDUNMARI.xml']",,,,,5.428571428571429,0.9047619047619041,0.9238095238095231,7,6.0,1.0,19.0,2.0,1.095238095238095
fre001638,carrance-l-emeraude,carrance-l-emeraude,,Comedy,False,Carrance,L'Emeraude,Représentée pour le première fois le 8 novembre 1877.,0,la-comtesse|le-comte,11,0,2,0,0,2,0,147,0,,3547,3385,291,,,1884,1884.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARRANCE_EMERAUDE.xml', 'http://theatre-classique.fr/pages/documents/CARRANCE_EMERAUDE.xml']",,,,,1.0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0
fre001640,carrance-la-prostituee,carrance-la-prostituee,,,False,Carrance,La Prostituée,Prix : 50 centimes,0,la-prostituee,1,0,1,0,1,0,0,0,64,,678,537,0,,,1884,1884.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARRANCE_PROSTITUEE.xml', 'http://theatre-classique.fr/pages/documents/CARRANCE_PROSTITUEE.xml']",,,,,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0
fre001635,carrance-le-camelia,carrance-le-camelia,,Comedy,False,Carrance,Le Camélia,Représentée pour le première fois le 8 novembre 1877.,0,claire|helena|leon,14,0,6,1,0,5,0,176,0,,4443,4311,110,,,1884,1884.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARRANCE_CAMELIA.xml', 'http://theatre-classique.fr/pages/documents/CARRANCE_CAMELIA.xml']",,,,,4.333333333333333,0.866666666666666,0.899999999999999,6,5.0,1.0,13.0,2.0,1.133333333333333
